price_open,price_close,ret_adjusted,ref_date,date,hits,keyword,geo,time,gprop,category,lag_trends,double_lag_trends
111529,111184,-0.00319168011475701,2021-03-03,2021-03-03T00:00:00Z,70,Ibovespa,world,today 3-m,web,0,72,65
111191,112690,0.0135451144049503,2021-03-04,2021-03-04T00:00:00Z,70,Ibovespa,world,today 3-m,web,0,70,72
112690,115202,0.0222912414588694,2021-03-05,2021-03-05T00:00:00Z,67,Ibovespa,world,today 3-m,web,0,70,70
115202,110612,-0.0398430582802382,2021-03-08,2021-03-08T00:00:00Z,99,Ibovespa,world,today 3-m,web,0,67,70
110611,111331,0.00650019889342923,2021-03-09,2021-03-09T00:00:00Z,100,Ibovespa,world,today 3-m,web,0,99,67
111331,112776,0.0129793139377172,2021-03-10,2021-03-10T00:00:00Z,66,Ibovespa,world,today 3-m,web,0,100,99
112782,114984,0.0195786337518622,2021-03-11,2021-03-11T00:00:00Z,75,Ibovespa,world,today 3-m,web,0,66,100
114984,114160,-0.00716621442983367,2021-03-12,2021-03-12T00:00:00Z,58,Ibovespa,world,today 3-m,web,0,75,66
114093,114851,0.00605290819901883,2021-03-15,2021-03-15T00:00:00Z,59,Ibovespa,world,today 3-m,web,0,58,75
114845,114019,-0.00724416853140153,2021-03-16,2021-03-16T00:00:00Z,62,Ibovespa,world,today 3-m,web,0,59,58
114018,116549,0.0221892842421001,2021-03-17,2021-03-17T00:00:00Z,57,Ibovespa,world,today 3-m,web,0,62,59
116549,114835,-0.0147062608859793,2021-03-18,2021-03-18T00:00:00Z,64,Ibovespa,world,today 3-m,web,0,57,62
